Player_ID,Team_Name,Player_Name,apps,goal,assistTotal,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,rating
104368,DR Congo,Chancel Mbemba,29,1,1,0.5128205128205128,0.4358974358974359,0.16346153846153844,1.153846153846154,,0.27884615384615385,0.6634615384615384,6.953974358974359
104376,Belgium,Thomas Meunier,47,3,5,0.7261428571428572,0.8761428571428571,0.7226785714285714,0.12928571428571425,0.54,0.6228571428571429,0.6735714285714286,6.811795714285715
104749,Algeria,Riyad Mahrez,45,9,0,1.25,0.5,0.5,2.0,,0.5,0.75,7.2725
105198,France,Brice Samba,35,0,0,,0.0625,,0.21875,,,,6.615000000000002
107252,Spain,Alejandro Grimaldo,49,14,12,1.5785440613026822,2.9157088122605366,0.8060344827586207,0.8888888888888888,0.4530651340996168,1.171455938697318,1.2485632183908044,7.527231800766283
107622,Curacao,Jürgen Locadia,20,4,0,,,,3.0,,1.0,1.0,6.03
108073,Turkiye,Abdülkerim Bardakci,49,1,1,0.769090909090909,0.403030303030303,0.611111111111111,0.806060606060606,0.0666666666666666,0.6181818181818182,0.9651515151515151,6.987151515151515
108186,Mexico,Raúl Jiménez,54,19,3,2.8518518518518516,1.1481481481481481,0.2638888888888889,0.9722222222222222,0.5925925925925926,1.0925925925925926,2.435185185185185,7.152222222222221
108226,Egypt,Mohamed Salah,58,25,11,2.071296296296296,2.3287037037037037,1.0790123456790124,1.6314814814814813,0.48395061728395056,1.6212962962962962,1.9527777777777777,7.00387962962963
109915,Senegal,Sadio Mané,42,19,3,2.2857142857142856,2.7142857142857144,2.0,2.7142857142857144,0.2857142857142857,1.5714285714285714,3.7142857142857135,7.691428571428572
110032,South Africa,Themba Zwane,25,1,0,0.3333333333333333,1.0,,1.0,,0.6666666666666666,1.3333333333333333,5.625
110154,Netherlands,Memphis Depay,19,9,4,1.875,1.6666666666666667,0.5625,0.75,0.375,1.2083333333333333,1.375,6.789166666666667
110189,England,Jordan Pickford,50,0,0,,0.0526315789473684,,0.1578947368421052,,,0.0526315789473684,6.584830827067669
110260,Bosnia,Sead Kolasinac,32,0,1,0.24561403508771926,0.5555555555555555,0.21491228070175433,0.881578947368421,0.19298245614035087,0.30994152046783624,0.8135964912280702,6.6507894736842115
110266,Tunisia,Rani Khedira,36,5,1,0.859375,0.5,0.09375,0.5625,0.0625,0.734375,1.390625,5.959375
110373,Turkiye,Hakan Çalhanoglu,37,13,6,3.021212121212121,1.8393939393939391,0.5984848484848484,1.0,,0.6931818181818181,0.9924242424242425,7.301787878787879
111372,Czechia,Vladimír Coufal,38,1,9,0.7352941176470589,1.2450980392156863,0.9558823529411764,1.1176470588235294,0.0294117647058823,0.5588235294117647,1.5,6.815392156862746
111560,Saudi Arabia,Salem Al Dawsari,33,11,0,1.8333333333333333,2.0,1.5,1.3333333333333333,,0.6666666666666666,2.833333333333333,6.645
111779,Panama,Aníbal Godoy,30,0,1,0.0714285714285714,0.2142857142857142,0.3571428571428571,1.3571428571428572,,0.7857142857142857,0.6428571428571429,6.403571428571428
111987,Qatar,Abdulaziz Hatem,4,0,0,,,,,,,,
111998,Qatar,Boualem Khoukhi,6,0,0,,,,,,,2.0,6.37
112080,Qatar,Karim Boudiaf,2,0,0,1.0,,,1.0,,,,6.26
113022,Panama,Cecilio Waterman,22,7,0,,,,,,,,
113645,Turkiye,Irfan Can Kahveci,33,3,3,0.859375,1.0416666666666667,0.5833333333333334,1.0,0.375,0.4375,1.28125,6.4628749999999995
113994,Belgium,Leandro Trossard,61,10,10,1.7452636968766002,1.2519899455383328,1.0467462644882,1.2392589489363683,0.126099706744868,1.5534725131499325,1.1879486105292556,6.636669459572686
114075,France,N'Golo Kanté,46,4,1,0.5714285714285714,1.3333333333333333,0.8809523809523809,0.75,,0.75,1.6666666666666667,7.363571428571429
114147,Brazil,Alisson Becker,51,0,0,,,,0.2692307692307692,,,0.1666666666666666,6.679102564102564
114686,New Zealand,Tim Payne,17,0,0,,,,1.0,,,2.0,6.13
114845,Ghana,Abdul Rahman Baba,27,1,1,0.7,0.5,0.4,0.8,,1.2,0.4,6.58
115097,Brazil,Douglas Santos,29,1,0,1.1304347826086956,0.8695652173913043,0.4782608695652174,0.6521739130434783,,0.1739130434782608,0.8695652173913043,6.981521739130436
115131,Netherlands,Mark Flekken,37,0,0,,0.1041666666666666,0.1041666666666666,0.125,,,0.3333333333333333,6.789027777777778
115479,Netherlands,Wout Weghorst,16,1,0,0.5666666666666667,0.5333333333333333,0.2,1.5,0.4,0.8,0.85,6.177
115519,Germany,Leon Goretzka,60,6,4,0.982258064516129,0.7193548387096775,0.260752688172043,0.3206989247311828,0.11559139784946229,0.9946236559139785,0.6440860215053764,6.593716129032259
115726,Scotland,Andy Robertson,49,3,3,0.37797619047619047,1.3761904761904762,0.42023809523809524,0.43690476190476185,0.2083333333333333,0.3020833333333333,0.6714285714285715,6.694275793650793
115916,Brazil,Fabinho,36,2,0,,,,,,,,6.21
116609,France,Adrien Rabiot,40,7,4,1.1954022988505748,2.0881226053639845,0.6781609195402298,1.2988505747126438,0.2413793103448276,0.9022988505747127,0.925287356321839,6.9126053639846745
118837,Australia,Jackson Irvine,31,0,1,0.7916666666666666,0.4583333333333333,0.4166666666666667,0.5,0.0416666666666666,0.5,0.9583333333333333,6.380208333333334
119109,Curacao,Gervane Kastaneer,21,4,0,,,,,,,,5.82
119120,Croatia,Dominik Livakovic,31,0,0,,,0.1428571428571428,0.2857142857142857,,,,6.599761904761905
119741,Curacao,Joshua Brenet,29,0,3,0.24350649350649345,0.6168831168831168,0.38636363636363635,0.3246753246753247,0.0909090909090909,0.5974025974025974,1.1006493506493507,6.237175324675325
121241,Uruguay,Rodrigo Aguirre,19,7,0,,,,,,,,6.0
121774,Brazil,Ederson,49,0,0,,0.0416666666666666,,0.18055555555555555,,,0.1111111111111111,6.476388888888889
121991,Saudi Arabia,Saleh Al Shehri,27,3,0,,,,,,,,
122117,Spain,Aymeric Laporte,37,0,1,1.0888888888888888,0.28,0.29,0.76,0.04,0.52,0.5133333333333333,6.772933333333334
122266,Paraguay,Roberto Fernández,13,0,0,,,,,,,,
122714,Portugal,José Sá,27,0,0,,0.0434782608695652,,0.2608695652173913,,,,5.699130434782608
122945,Netherlands,Nathan Aké,41,0,0,0.4749999999999999,0.45111111111111113,0.25,0.5314814814814814,0.0555555555555555,0.35,0.4444444444444444,6.502935185185186
122980,DR Congo,Arthur Masuaku,15,0,1,0.5277777777777778,0.9583333333333334,0.8055555555555555,0.625,,0.41666666666666663,0.47222222222222215,6.581041666666666
123099,Australia,Jason Geria,2,0,0,,,,,,,,6.51
123577,Cape Verde,Vozinha,31,0,0,,,,1.0,,,,8.85
123761,Portugal,Bruno Fernandes,47,13,21,2.4761904761904763,3.0285714285714285,0.5142857142857142,0.8,0.1142857142857142,0.6285714285714286,1.4952380952380953,7.571142857142857
124021,Austria,Phillipp Mwene,47,1,2,0.5149425287356322,0.6402298850574714,0.33793103448275863,0.6011494252873563,0.15172413793103445,0.5528735632183909,0.8977011494252873,6.536609195402299
124939,Iran,Sascha Horvath,11,1,0,,,,,,,,
125375,Argentina,Gerónimo Rulli,44,0,0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.35833333333333334,,,0.125,6.820583333333333
125547,Argentina,Rodrigo De Paul,45,4,5,1.3264957264957264,2.1726495726495725,0.4239316239316239,2.032478632478633,0.2,1.07008547008547,1.294017094017094,6.906837606837605
126278,Argentina,Juan Musso,21,0,0,,,,0.375,,,,7.095625
126434,Qatar,Mohammed Muntari,2,0,0,,,,,,,,
126445,Uzbekistan,Jamshid Iskanderov,3,0,0,,,,,,,,
127148,Canada,Jonathan Osorio,25,1,3,0.38095238095238093,0.5119047619047619,0.5,0.8809523809523809,0.0714285714285714,0.5238095238095238,0.9642857142857143,6.263650793650793
128627,Uruguay,Giorgian de Arrascaeta,34,9,3,1.6666666666666667,1.4166666666666667,0.4,0.8833333333333333,0.1,0.7666666666666666,0.9,6.732499999999999
128839,Norway,Morten Thorsby,32,3,4,0.7564102564102564,0.7447552447552447,0.12237762237762234,0.465034965034965,0.2832167832167832,0.32867132867132864,0.9895104895104896,6.5839860139860145
128882,Scotland,Ryan Christie,38,5,0,0.8807692307692307,0.7410256410256411,1.1653846153846155,0.8153846153846155,0.5192307692307692,1.3942307692307692,2.0923076923076924,6.135861538461539
128967,Portugal,João Cancelo,43,5,5,1.078125,0.959375,1.840625,0.93125,0.25,0.425,0.965625,7.166625
129171,Turkiye,Kaan Ayhan,29,1,0,0.3157894736842105,0.5526315789473684,0.1776315789473684,0.2105263157894736,,2.0,0.1513157894736842,6.16641447368421
129648,Cape Verde,Steven Moreira,22,0,0,0.8214285714285714,0.6428571428571429,0.7857142857142857,0.2857142857142857,,0.9285714285714286,1.1428571428571428,6.5357142857142865
129832,Belgium,Brandon Mechele,32,4,0,0.95,0.1,0.1,0.7,,,0.55,6.843
129903,Croatia,Mario Pasalic,58,12,6,1.1524771524771527,0.9701779701779701,0.25060125060125055,0.40981240981240985,0.13179413179413177,0.3554593554593555,1.114959114959115,6.682919672919673
130812,Austria,Alexander Schlager,33,0,0,,,,0.1428571428571428,,,0.5,6.299
133464,Colombia,Jefferson Lerma,64,2,4,0.9598566308243727,0.6064516129032258,0.21003584229390682,1.424372759856631,,0.3451612903225807,0.3935483870967742,6.9671541218638
133959,Curacao,Riechedly Bazoer,20,0,0,0.2,0.2666666666666666,0.0666666666666666,0.3333333333333333,0.0666666666666666,0.1333333333333333,0.2666666666666666,5.494
134040,New Zealand,Max Crocombe,28,0,0,,0.5217391304347826,,0.5869565217391304,,1.0,0.0434782608695652,6.57768115942029
134240,England,Ivan Toney,38,33,0,,,,,,,,
134946,Germany,Jonathan Tah,64,4,3,0.21666666666666662,0.3982142857142857,0.08928571428571425,0.3857142857142857,0.1357142857142857,0.16984126984126982,0.5985714285714285,6.713495238095237
135057,Paraguay,Antonio Sanabria,41,5,1,0.48,0.62,0.28,0.8,0.24,1.68,1.1,6.05
135098,Colombia,Johan Mojica,52,0,4,0.4857142857142857,0.7642857142857142,0.46428571428571425,1.0952380952380951,0.0571428571428571,1.2476190476190476,1.2023809523809523,6.690214285714285
135914,Uruguay,José María Giménez,41,1,2,0.7597222222222223,0.13125,0.1638888888888889,0.38611111111111107,0.0625,0.1625,0.33749999999999997,6.628958333333333
136220,Morocco,Yassine Bounou,49,0,0,,,,,,,0.2,7.0406666666666675
136262,Ivory Coast,Jean Michaël Seri,6,0,0,0.5,0.5,0.5,,,,,6.6
136345,Belgium,Youri Tielemans,47,6,8,1.603111111111111,2.0005555555555556,0.7844444444444444,1.3724444444444444,0.04,1.1595555555555557,1.0061111111111112,7.043862222222222
136392,DR Congo,Théo Bongonda,11,1,0,1.375,0.5,0.75,1.75,0.25,0.5,1.625,6.4875
136481,Turkiye,Zeki Çelik,49,1,4,0.7156862745098039,0.7647058823529411,0.3676470588235294,1.643137254901961,0.088235294117647,0.34117647058823525,1.2823529411764705,6.63875
136644,DR Congo,Aaron Tshibola,20,0,0,,,,,,,,
136741,Portugal,Bernardo Silva,64,5,7,0.9512280701754385,1.474035087719298,0.508859649122807,0.5791228070175438,0.1657894736842105,0.6507675438596491,0.7384210526315789,6.902061403508772
136904,Colombia,Jhon Córdoba,55,25,7,2.505952380952381,1.1369047619047619,0.5238095238095238,1.9821428571428572,0.9940476190476191,1.4821428571428572,2.386904761904762,7.21095238095238
137263,Canada,Maxime Crépeau,21,0,0,,,,0.2142857142857142,,,,6.7421428571428565
137327,New Zealand,Ryan Thomas,29,1,1,0.5185185185185185,0.5185185185185185,0.7777777777777778,1.1296296296296298,,0.7777777777777778,1.4814814814814814,6.502962962962963
137521,Algeria,Nabil Bentaleb,44,2,2,0.7905982905982906,0.6196581196581197,0.20726495726495725,0.9017094017094017,,0.24786324786324784,0.5064102564102564,6.587029914529915
138062,Iraq,Rebin Sulaka,3,0,0,,,,,,,,
138484,Panama,Éric Davis,14,1,1,0.25,1.25,0.25,0.5,,1.25,0.25,6.487500000000001
139186,France,Lucas Hernández,44,0,3,0.44,0.6,0.56,0.9866666666666667,,0.24,0.3433333333333333,6.3021
139468,Egypt,Ramy Rabia,18,1,0,0.5333333333333333,,,0.3666666666666667,,0.4,0.8,6.644222222222222
141169,Belgium,Timothy Castagne,47,0,3,0.6583333333333334,1.1199999999999999,0.21666666666666667,0.5166666666666666,0.09999999999999995,0.1166666666666666,1.3555555555555554,7.018133333333334
141392,DR Congo,Joris Kayembe,26,0,0,0.2222222222222222,0.9444444444444444,0.4305555555555556,0.7638888888888888,0.1111111111111111,0.8333333333333333,1.3194444444444444,6.680000000000001
141646,France,Mike Maignan,49,0,0,,,0.081081081081081,0.1351351351351351,,,,6.649891891891892
141833,Portugal,Rui Silva,51,0,0,,,,0.06107954545454545,,,,6.717855113636364
141904,New Zealand,Alex Rufer,24,2,0,,,,,,,,
142431,Cape Verde,Garry Rodrigues,15,1,0,,,,,,,,
142959,South Korea,Lee Jae-Sung,38,5,2,1.5357142857142856,1.8928571428571428,0.1785714285714285,1.375,0.3214285714285714,0.7857142857142857,2.2857142857142856,6.558571428571428
143595,Czechia,Tomás Soucek,43,6,0,1.3107142857142857,0.3142857142857143,0.3071428571428571,1.8142857142857143,0.7142857142857143,1.2428571428571429,1.4142857142857144,6.902392857142856
143611,Panama,Yoel Bárcenas,30,4,0,1.5,1.0,2.25,1.5,0.25,1.5,2.75,6.4325
143695,Switzerland,Breel Embolo,42,15,3,2.496415770609319,1.9946236559139787,0.8279569892473119,2.518817204301075,0.6424731182795699,1.611111111111111,2.0913978494623655,7.197849462365592
143724,Japan,Shogo Taniguchi,12,0,0,,,,1.0,,,,6.34
144711,Germany,Leroy Sané,51,10,9,2.157142857142857,1.5823809523809524,1.4785714285714284,0.6152380952380953,0.2349206349206349,1.1589285714285715,2.4590476190476194,7.1680809523809526
145264,Haiti,Ricardo Adé,15,0,0,1.0,,,3.0,,,1.0,6.43
145304,Bosnia,Nikola Vasilj,39,0,0,,,,0.0294117647058823,,,0.0294117647058823,6.187352941176471
