Player_ID,Team_Name,Player_Name,apps,goal,assistTotal,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,rating
90880,Senegal,Kalidou Koulibaly,43,4,1,0.5,0.4,0.2,0.4,,0.2,0.4,7.186
91909,South Korea,Son Heung-Min,26,3,8,4.5,1.6153846153846154,1.5384615384615383,1.6923076923076923,0.6923076923076923,1.6153846153846154,2.8461538461538463,6.7092307692307696
91989,Colombia,Juan Fernando Quintero,31,6,0,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,6.246666666666667
92051,Austria,Marcel Sabitzer,49,7,7,1.1923076923076923,0.8421474358974358,0.2580128205128205,0.7467948717948718,0.24519230769230765,0.3557692307692308,1.0512820512820513,6.789535256410256
93700,Argentina,Leandro Paredes,26,1,0,1.3333333333333333,,,2.0,,0.3333333333333333,0.3333333333333333,6.706666666666667
93894,Croatia,Mateo Kovacic,13,0,1,0.6666666666666666,1.5555555555555556,0.3333333333333333,1.4444444444444444,,0.9166666666666667,0.1666666666666666,6.640555555555555
95408,Netherlands,Virgil van Dijk,68,12,3,1.1140350877192984,0.46637426900584794,0.0526315789473684,0.4217836257309941,0.0263157894736842,0.0263157894736842,0.4385964912280702,7.2954440789473685
98126,Croatia,Ante Budimir,47,21,1,2.491891891891892,0.6162162162162163,0.1405405405405405,1.1,0.4972972972972973,0.9594594594594594,2.718918918918919,6.920270270270271
98309,Uzbekistan,Igor Sergeev,5,2,0,,,,,,,,
99002,South Africa,Ronwen Williams,53,0,0,,0.25,,0.6666666666666666,,,,6.487222222222222
100008,Sweden,Victor Lindelöf,32,0,1,0.5882352941176471,0.3058823529411765,0.3,0.4196078431372549,,0.3088235294117647,0.4196078431372549,6.5259117647058815
100995,Brazil,Alex Sandro,24,0,0,0.32692307692307687,0.6923076923076923,0.4807692307692307,0.75,,0.6346153846153846,0.7692307692307693,6.368846153846154
101374,England,John Stones,24,0,1,,0.5370370370370371,0.2222222222222222,0.75,,0.34259259259259256,0.2685185185185185,6.7217361111111105
101530,Qatar,Ahmed Alaa,2,0,0,1.0,,,,,,3.0,6.27
101949,Brazil,Marquinhos,61,3,0,0.7327380952380953,0.2698412698412698,0.2047619047619047,0.38988095238095233,0.25,0.23650793650793647,0.39285714285714285,6.72579365079365
102023,Brazil,Weverton,31,0,1,,0.1176470588235294,,0.24705882352941175,,,,6.788529411764706
102248,Argentina,Emiliano Martínez,69,0,1,,0.19791666666666666,,0.29324494949494945,,,0.0625,6.998926767676768
103383,Paraguay,Gustavo Gómez,45,3,0,1.03125,0.4375,,0.46875,0.6875,0.4375,0.5208333333333334,6.532708333333333
103542,Switzerland,Yvon Mvogo,33,0,0,,,0.032258064516129,0.1290322580645161,,,0.064516129032258,6.551935483870968
103622,Switzerland,Silvan Widmer,43,3,1,0.8703703703703703,0.23148148148148145,0.287037037037037,0.37037037037037035,0.15740740740740736,0.3796296296296296,0.8796296296296298,6.695925925925926
104010,Germany,Antonio Rüdiger,35,1,0,0.47698412698412695,0.1513227513227513,,0.21798941798941796,0.1111111111111111,0.12777777777777777,0.43597883597883597,6.247206349206349
