Player_ID,Player_Name,apps,goalOwn,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame
107252,Alejandro Grimaldo,49,0.0,1.9521072796934866,0.8692528735632183,0.5229885057471264,0.11063218390804594,2.396551724137931,1.0881226053639848,0.1724137931034483
107622,Jürgen Locadia,20,0.0,,,1.0,,1.0,,
108073,Abdülkerim Bardakci,49,0.0,1.33030303030303,0.8916666666666667,0.9651515151515151,0.6656565656565656,4.884242424242425,0.6651515151515152,0.597979797979798
108186,Raúl Jiménez,54,0.0,1.0740740740740742,0.2361111111111111,1.1759259259259258,0.1666666666666666,0.7777777777777778,0.5138888888888888,0.0833333333333333
108226,Mohamed Salah,58,0.0,0.8157407407407408,0.3382716049382715,1.0009259259259258,,0.34197530864197523,0.4666666666666667,0.037037037037037
109915,Sadio Mané,42,0.0,1.7142857142857142,0.8571428571428571,1.2857142857142858,,0.2857142857142857,0.2857142857142857,0.1428571428571428
110032,Themba Zwane,25,0.0,2.0,0.6666666666666666,0.8333333333333333,,0.3333333333333333,1.0,
110154,Memphis Depay,19,0.0,0.25,,0.5833333333333334,,0.125,0.25,
110189,Jordan Pickford,50,0.0,0.0526315789473684,,0.0263157894736842,,0.8984962406015038,0.0263157894736842,
110260,Sead Kolasinac,32,0.0,1.81359649122807,1.206140350877193,1.6228070175438596,0.0526315789473684,3.212719298245614,0.48684210526315785,0.8654970760233919
110266,Rani Khedira,36,0.0,1.421875,1.15625,1.3125,0.0625,2.09375,0.5625,0.15625
110373,Hakan Çalhanoglu,37,0.0,2.4280303030303028,0.8787878787878789,0.8878787878787879,0.3333333333333333,1.612121212121212,0.8977272727272727,0.21969696969696967
111372,Vladimír Coufal,38,0.0,1.6323529411764706,1.0441176470588234,1.4901960784313726,0.1764705882352941,3.225490196078431,0.6176470588235294,0.48529411764705876
111560,Salem Al Dawsari,33,0.0,1.1666666666666665,,0.6666666666666666,,,0.3333333333333333,
111779,Aníbal Godoy,30,0.0,1.3571428571428572,0.5714285714285714,1.0714285714285714,,0.2142857142857142,0.4285714285714285,0.0714285714285714
111987,Abdulaziz Hatem,4,0.0,,,,,,,
111998,Boualem Khoukhi,6,0.0,2.0,2.0,2.0,,8.0,1.0,1.0
112080,Karim Boudiaf,2,0.0,,,,,,,1.0
113022,Cecilio Waterman,22,0.0,,,,,,,
113645,Irfan Can Kahveci,33,0.0,1.0,0.4375,0.8541666666666666,0.0625,0.375,0.5,0.125
113994,Leandro Trossard,61,0.0,1.0737606479541963,0.3724340175953079,0.5241307080016757,,0.34179932970255544,0.7585532746823069,0.0967741935483871
114075,N'Golo Kanté,46,0.0,3.380952380952381,1.642857142857143,1.5476190476190474,,0.8928571428571428,1.0,0.6428571428571428
114147,Alisson Becker,51,0.0,,,0.0384615384615384,,1.02991452991453,0.0384615384615384,
114686,Tim Payne,17,0.0,1.0,1.0,1.0,,1.0,,
114845,Abdul Rahman Baba,27,0.0,1.5,0.7,0.8,0.2,1.8,0.6,0.3
115097,Douglas Santos,29,0.0,4.695652173913043,1.0434782608695652,0.7826086956521738,0.217391304347826,2.347826086956522,0.8260869565217391,0.1739130434782608
115131,Mark Flekken,37,0.0,0.1666666666666666,,0.1666666666666666,,0.47222222222222215,0.0416666666666666,
115479,Wout Weghorst,16,0.0,0.2833333333333333,0.2,1.35,,1.2,0.1833333333333333,
115519,Leon Goretzka,60,0.0,0.6422043010752688,0.618010752688172,0.795967741935484,0.032258064516129,0.8843010752688173,0.5636559139784947,0.29569892473118276
115726,Andy Robertson,49,0.0,0.8428571428571429,0.9166666666666666,0.8928571428571429,0.1339285714285714,2.376984126984127,0.5992063492063492,0.3169642857142857
115916,Fabinho,36,0.0,1.0,,3.0,,2.0,,
116609,Adrien Rabiot,40,0.0,1.6494252873563218,0.5287356321839081,1.2911877394636015,,0.9157088122605362,0.49425287356321834,0.1724137931034483
118837,Jackson Irvine,31,0.0,1.4166666666666667,1.125,0.9166666666666667,,2.5625,0.4166666666666667,0.3333333333333333
119109,Gervane Kastaneer,21,0.0,,,1.0,,,1.0,
119120,Dominik Livakovic,31,0.0,,,,,0.9285714285714286,0.1428571428571428,
119741,Joshua Brenet,29,0.0,1.4512987012987013,0.6331168831168832,0.711038961038961,0.17207792207792205,1.3896103896103895,0.8376623376623377,0.15259740259740254
121241,Rodrigo Aguirre,19,0.0,,,,,,,
121774,Ederson,49,0.0,0.3333333333333333,,,,0.9629629629629629,0.2222222222222222,
121991,Saleh Al Shehri,27,0.0,,,,,,,
122117,Aymeric Laporte,37,0.0,1.3044444444444443,1.0416666666666665,0.6799999999999999,0.7316666666666667,2.8116666666666665,0.5483333333333333,0.5622222222222222
122266,Roberto Fernández,13,0.0,,,,,,,
122714,José Sá,27,0.0,0.0434782608695652,,,,2.0434782608695654,,
122945,Nathan Aké,41,0.0,0.6288888888888889,0.5255555555555556,0.7166666666666667,0.688888888888889,1.9844444444444442,0.2222222222222222,0.5277777777777778
122980,Arthur Masuaku,15,0.0,1.361111111111111,0.7291666666666666,1.0,0.75,1.6458333333333333,1.0,0.625
123099,Jason Geria,2,0.0,,1.0,,,2.0,,
123577,Vozinha,31,0.0,,,,,1.0,,
123761,Bruno Fernandes,47,0.0,1.3809523809523812,0.4857142857142857,0.5571428571428572,0.0285714285714285,1.2,0.9047619047619048,0.1428571428571428
124021,Phillipp Mwene,47,0.0,1.5666666666666667,0.8586206896551725,0.9643678160919541,0.3114942528735632,1.2954022988505747,0.6632183908045978,0.3551724137931035
124939,Sascha Horvath,11,0.0,,,,,,,
125375,Gerónimo Rulli,44,1.0,0.0958333333333333,,0.07916666666666665,,1.075,0.1,
125547,Rodrigo De Paul,45,0.0,1.5196581196581198,0.8384615384615384,0.9196581196581195,,0.35384615384615387,0.8444444444444446,0.3769230769230769
126278,Juan Musso,21,0.0,,,0.125,0.125,1.0625,,
126434,Mohammed Muntari,2,0.0,,,,,,,
126445,Jamshid Iskanderov,3,0.0,,,,,,,
127148,Jonathan Osorio,25,0.0,1.7142857142857144,0.8571428571428571,0.9047619047619047,,0.8928571428571429,0.6309523809523809,0.2857142857142857
128627,Giorgian de Arrascaeta,34,0.0,1.0833333333333333,,0.5333333333333333,0.25,0.3,0.4166666666666667,0.1
128839,Morten Thorsby,32,0.0,0.9673659673659672,0.20629370629370625,0.9376456876456875,0.0839160839160839,1.244755244755245,0.41142191142191137,0.29720279720279713
128882,Ryan Christie,38,0.0,1.7096153846153845,0.5538461538461538,1.3307692307692307,0.0384615384615384,0.764102564102564,0.8461538461538461,0.1769230769230769
128967,João Cancelo,43,0.0,1.546875,0.79375,0.846875,0.38125,1.303125,1.084375,0.3125
129171,Kaan Ayhan,29,0.0,0.4144736842105263,0.23026315789473678,0.3157894736842105,0.5789473684210527,0.6052631578947368,0.1513157894736842,0.5526315789473684
129648,Steven Moreira,22,0.0,0.6428571428571429,0.9285714285714286,0.6428571428571429,0.3571428571428571,2.607142857142857,0.2857142857142857,0.0714285714285714
129832,Brandon Mechele,32,0.0,2.075,0.7333333333333334,1.0999999999999999,0.4,4.25,0.1,1.4
